AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index flood
0.212580192,0.397748344,0.865775401,0.521794166,0.457879859,0.150793651,0.331578947,0.105338809,0.11905249
0.248033825,0.346887417,0.870053476,0.232085856,0.297314488,0.56984127,0.476140351,0.342299795,0.423219822
0.105118532,0.143443709,0.9,0.144909191,0.131786415,0.56984127,0.553333333,0.471252567,0.125495373
0.109466533,0.276953642,0.9,0.274793616,0.172367491,0.404761905,0.874736842,0.730800821,0.163073602
0.145163251,0.706092715,0.848663102,0.309135938,0.20264625,0.214285714,0.391929825,0.193223819,0.10309913
0.212263724,0.349006623,0.887165775,0.273913043,0.33368669,0.646031746,0.634736842,0.538603696,0.398142099
0.167063781,0.472980132,0.686096257,0.164722069,0.316788378,0.468253968,0.603859649,0.435112936,0.177117707
0.196486169,0.261059603,0.840106952,0.400275179,0.33368669,0.56984127,0.452280702,0.372279261,0.227130812
0.116901247,0.367019868,0.801604278,0.222839846,0.190899097,0.277777778,0.422807018,0.23798768,0.121214039
0.148460943,0.801456954,0.763101604,0.217996698,0.310883392,0.23968254,0.428421053,0.207597536,0.105461833
0.158372366,0.518543046,0.224064171,0.288002201,0.270930506,0.265079365,0.474736842,0.275770021,0.131102105
0.130325928,0.450728477,0.801604278,0.21887727,0.21652925,0.366666667,0.498596491,0.186652977,0.128693375
0.108008026,0.391390728,0.754545455,0.280957622,0.141083628,0.252380952,0.452280702,0.221560575,0.122077465
0.121033682,0.281192053,0.9,0.305173363,0.176325088,0.417460317,0.862105263,0.686447639,0.217039035
0.239626774,0.649933775,0.874331551,0.872702256,0.306423243,0.125396825,0.330175439,0.1,0.112916451
0.131899097,0.322516556,0.895721925,0.282718767,0.162190813,0.455555556,0.492982456,0.359958932,0.207828585
0.15154307,0.830066225,0.793048128,0.35052284,0.244106792,0.265079365,0.422807018,0.250308008,0.10722278
0.77972825,0.52807947,0.874331551,0.361970281,0.82191598,0.265079365,0.404561404,0.206365503,0.379075119
0.155872725,0.304503311,0.549197861,0.251018162,0.262198665,0.785714286,0.598245614,0.752156057,0.28912023
0.1258174,0.850198675,0.797326203,0.260264172,0.192406753,0.252380952,0.494385965,0.23963039,0.102500783
0.192046438,0.299205298,0.506417112,0.254100165,0.355924617,0.620634921,0.494385965,0.431416838,0.237193608
0.20890182,0.488874172,0.895721925,0.238690149,0.282866117,0.366666667,0.434035088,0.22073922,0.202623308
0.523517271,0.407284768,0.852941176,0.428453495,0.572587358,0.607936508,0.51122807,0.424845996,0.639874202
0.188299269,0.261059603,0.895721925,0.253659879,0.264083235,0.722222222,0.74,0.589527721,0.588162406
0.115016196,0.266357616,0.9,0.183214089,0.164012564,0.734920635,0.546315789,0.499589322,0.163685587
0.457797334,0.35218543,0.784491979,0.302091359,0.714495485,0.531746032,0.481754386,0.307802875,0.644636293
0.157381683,0.766490066,0.429411765,0.364171712,0.304789949,0.226984127,0.418596491,0.212525667,0.105291364
0.139342984,0.421059603,0.810160428,0.458392955,0.198437377,0.328571429,0.481754386,0.236344969,0.143899227
0.188115809,0.207019868,0.707486631,0.416125482,0.261067923,0.696825397,0.398947368,0.320533881,0.278360214
0.292210979,0.416821192,0.810160428,0.184975234,0.438029054,0.43015873,0.575789474,0.42936345,0.346362081
0.171214562,0.607549669,0.784491979,0.433296643,0.257675697,0.265079365,0.48877193,0.248665298,0.147216558
0.600556686,0.369139073,0.771657754,0.373858008,0.683274441,0.582539683,0.459298246,0.348870637,0.567977149
0.402438297,0.254701987,0.805882353,0.242212438,0.533765214,0.417460317,0.435438596,0.253593429,0.415569165
0.186762792,0.258940397,0.827272727,0.278315905,0.289839026,0.607936508,0.828421053,0.669609856,0.471304068
0.213231475,0.336291391,0.89144385,0.433736929,0.37464468,0.607936508,0.523859649,0.368583162,0.338794953
0.111420381,0.604370861,0.797326203,0.244413869,0.138131135,0.379365079,0.528070175,0.389938398,0.103724752
0.130830443,0.452847682,0.89144385,0.229884425,0.243918335,0.201587302,0.36245614,0.132854209,0.116809967
0.249226315,0.424238411,0.895721925,0.229003853,0.294613271,0.506349206,0.526666667,0.406776181,0.307974975
0.103127992,0.343708609,0.9,0.226362135,0.122740479,0.303174603,0.47754386,0.283572895,0.10664148
0.13418776,0.349006623,0.895721925,0.353164557,0.262952493,0.607936508,0.542105263,0.4724846,0.232655718
0.224849076,0.282251656,0.720320856,0.692625206,0.32426384,0.531746032,0.515438596,0.384188912,0.333486543
0.138829296,0.883046358,0.9,0.239570721,0.219733019,0.252380952,0.504210526,0.249075975,0.101513766
0.150942239,0.339470199,0.895721925,0.249257017,0.223879073,0.455555556,0.473333333,0.340246407,0.167976296
0.296462663,0.28013245,0.793048128,0.243973583,0.454110718,0.607936508,0.546315789,0.439219713,0.546392339
0.465121972,0.351125828,0.861497326,0.310016511,0.585590891,0.671428571,0.567368421,0.470431211,0.861753531
0.210410778,0.19218543,0.639037433,0.237809576,0.323824107,0.582539683,0.603859649,0.499589322,0.429643101
0.155386556,0.447549669,0.861497326,0.782883875,0.196741264,0.214285714,0.369473684,0.13449692,0.112180024
0.21108958,0.247284768,0.506417112,0.206108971,0.39732234,0.56984127,0.481754386,0.219096509,0.169046843
0.156340548,0.479337748,0.89144385,0.351403412,0.295618375,0.392063492,0.504210526,0.235934292,0.159955721
0.115213416,0.372317881,0.887165775,0.359328564,0.20201806,0.722222222,0.791929825,0.696303901,0.170698689
0.121134585,0.418940397,0.89144385,0.311337369,0.183109541,0.265079365,0.435438596,0.201437372,0.121008624
0.284854235,0.515364238,0.870053476,0.340836544,0.366038477,0.341269841,0.421403509,0.244147844,0.181883173
0.116942525,0.517483444,0.870053476,0.178811227,0.182983903,0.43015873,0.525263158,0.414579055,0.110299749
0.129225168,0.233509934,0.793048128,0.220638415,0.200824499,0.607936508,0.824210526,0.683983573,0.253155491
0.105384549,0.262119205,0.818716578,0.152834342,0.148621908,0.442857143,0.832631579,0.71889117,0.136178677
0.540198366,0.433774834,0.887165775,0.271271326,0.617126031,0.404761905,0.421403509,0.251540041,0.524120539
0.164417371,0.422119205,0.805882353,0.422289488,0.262889674,0.226984127,0.398947368,0.194455852,0.12794672
0.152533754,0.40410596,0.172727273,0.303852504,0.233239105,0.620634921,0.720350877,0.681930185,0.178724379
0.177621901,0.205960265,0.801604278,0.34700055,0.290906949,0.557142857,0.543508772,0.487679671,0.379259226
0.17073298,0.345827815,0.874331551,0.426252064,0.306800157,0.176190476,0.300701754,0.10862423,0.118737122
0.224477569,0.343708609,0.9,0.27083104,0.318233216,0.595238095,0.457894737,0.371047228,0.329269987
0.191642826,0.424238411,0.686096257,0.791249312,0.27130742,0.252380952,0.348421053,0.165708419,0.117912903
0.108108929,0.416821192,0.9,0.28007705,0.149187279,0.607936508,0.887368421,0.68110883,0.148024582
0.116048158,0.202781457,0.874331551,0.167804073,0.177958382,0.56984127,0.491578947,0.332854209,0.141277409
0.139067794,0.147682119,0.895721925,0.275233902,0.236945426,0.607936508,0.498596491,0.333264887,0.225073248
0.109576609,0.34794702,0.9,0.409521189,0.156348645,0.480952381,0.424210526,0.298767967,0.118052688
0.102375806,0.517483444,0.9,0.140066043,0.123871221,0.29047619,0.519649123,0.367351129,0.104819164
0.248102623,0.307682119,0.844385027,0.35976885,0.40486062,0.620634921,0.526666667,0.489322382,0.440984417
0.125349577,0.474039735,0.844385027,0.231205283,0.205912839,0.417460317,0.608070175,0.45687885,0.150693279
0.108498782,0.364900662,0.9,0.191579527,0.139890067,0.455555556,0.47754386,0.361190965,0.131501003
0.169856959,0.310860927,0.129946524,0.172206935,0.232359639,0.734920635,0.558947368,0.484804928,0.191573495
0.105517558,0.248344371,0.814438503,0.193780958,0.128142913,0.493650794,0.798947368,0.576796715,0.125304447
0.171549377,0.517483444,0.870053476,0.428453495,0.388904594,0.633333333,0.387719298,0.256468172,0.152690324
0.153405188,0.227152318,0.882887701,0.179251513,0.230600707,0.56984127,0.51122807,0.257700205,0.181832032
0.319995987,0.394569536,0.844385027,0.431975784,0.464350216,0.150793651,0.321754386,0.109856263,0.149700294
0.135054608,0.501589404,0.784491979,0.139625757,0.188637613,0.455555556,0.570175439,0.421560575,0.126942656
0.204196073,0.451788079,0.775935829,0.700110072,0.338398115,0.214285714,0.337192982,0.131211499,0.112909632
0.202797191,0.518543046,0.857219251,0.301210787,0.413027091,0.341269841,0.424210526,0.247022587,0.136563085
0.347239788,0.370198675,0.852941176,0.203026968,0.494063604,0.620634921,0.492982456,0.325462012,0.481758944
0.169604701,0.489933775,0.844385027,0.624380848,0.239709462,0.252380952,0.358245614,0.162833676,0.124175089
0.249602408,0.897880795,0.681818182,0.315740231,0.403352964,0.252380952,0.421403509,0.212936345,0.115268926
0.51780708,0.337350993,0.818716578,0.386626307,0.729823322,0.341269841,0.519649123,0.330390144,0.568062383
0.349487172,0.47192053,0.788770053,0.252779307,0.419811543,0.544444444,0.665614035,0.477412731,0.687334565
0.123964455,0.380794702,0.9,0.254980737,0.174691794,0.506349206,0.547719298,0.410882957,0.131927176
0.177626487,0.860794702,0.810160428,0.387066593,0.287514723,0.265079365,0.427017544,0.223613963,0.111477691
0.179305145,0.412582781,0.857219251,0.293285636,0.344680016,0.607936508,0.56877193,0.46386037,0.257457281
0.240846782,0.537615894,0.865775401,0.547330765,0.341539066,0.328571429,0.417192982,0.198973306,0.16820643
0.163844059,0.358543046,0.870053476,0.331590534,0.212948567,0.722222222,0.710526316,0.539835729,0.488665503
0.109760069,0.382913907,0.822994652,0.188497523,0.169477817,0.392063492,0.564561404,0.49137577,0.113172155
0.143452487,0.441192053,0.878609626,0.253219593,0.259120534,0.468253968,0.424210526,0.26386037,0.123495769
0.303938656,0.281192053,0.887165775,0.488772702,0.55480958,0.595238095,0.539298246,0.421971253,0.472758153
0.265100186,0.729403974,0.690374332,0.420088057,0.52961916,0.23968254,0.405964912,0.175975359,0.118570914
0.132976924,0.339470199,0.617647059,0.558778206,0.203651355,0.480952381,0.464912281,0.259342916,0.123480427
0.153162104,0.245165563,0.104278075,0.300770501,0.233804476,0.874603175,0.64877193,0.775154004,0.244840856
0.20144876,0.329933775,0.874331551,0.391029169,0.34505693,0.150793651,0.335789474,0.112320329,0.127677379
0.308841622,0.542913907,0.865775401,0.28007705,0.413152729,0.353968254,0.405964912,0.211293634,0.184849337
0.120405332,0.328874172,0.309625668,0.37826087,0.203776993,0.506349206,0.815789474,0.754620123,0.13400349
0.10445349,0.32781457,0.9,0.118932306,0.121232823,0.455555556,0.462105263,0.358316222,0.120325042
0.183290813,0.417880795,0.780213904,0.404237755,0.248755399,0.722222222,0.714736842,0.604312115,0.311574432
0.23626487,0.422119205,0.887165775,0.228563566,0.416105222,0.531746032,0.64877193,0.507392197,0.401874539
0.145942955,0.567284768,0.895721925,0.360209136,0.218162544,0.150793651,0.330175439,0.108213552,0.106181213
0.411519564,0.47192053,0.882887701,0.496257567,0.449336474,0.265079365,0.387719298,0.208829569,0.242873642
0.1,0.1,0.9,0.413924051,0.1,0.607936508,0.483157895,0.320533881,0.102353327
0.439474273,0.377615894,0.745989305,0.364611998,0.577110326,0.582539683,0.487368421,0.373100616,0.434032683
0.473217142,0.333112583,0.600534759,0.343478261,0.830647821,0.341269841,0.497192982,0.33449692,0.44632266
0.102990397,0.219735099,0.9,0.14843148,0.11890852,0.252380952,0.462105263,0.221560575,0.107166524
0.184703454,0.358543046,0.728877005,0.54909191,0.27262662,0.493650794,0.476140351,0.267967146,0.159420447
0.146204386,0.479337748,0.840106952,0.221518987,0.293231252,0.417460317,0.681052632,0.506570842,0.209531572
0.587265014,0.59589404,0.848663102,0.584755091,0.75451119,0.265079365,0.43122807,0.224024641,0.295095175
0.206044432,0.344768212,0.89144385,0.257622455,0.276709855,0.506349206,0.550526316,0.33449692,0.333730313
0.102889494,0.319337748,0.9,0.122894882,0.124876325,0.480952381,0.516842105,0.423203285,0.107319947
0.301287659,0.268476821,0.887165775,0.284039626,0.389407146,0.633333333,0.44245614,0.431827515,0.575665309
0.166174,0.371258278,0.887165775,0.219317556,0.299324696,0.633333333,0.436842105,0.300821355,0.201370359
0.117979074,0.546092715,0.895721925,0.201706109,0.153898704,0.392063492,0.418596491,0.3,0.12321279
0.121290526,0.236688742,0.788770053,0.302091359,0.179528857,0.722222222,0.9,0.9,0.212855721
0.107893364,0.253642384,0.9,0.131260319,0.150192383,0.328571429,0.438245614,0.275770021,0.114991061
0.175943242,0.445430464,0.835828877,0.243973583,0.322630546,0.404761905,0.554736842,0.459753593,0.183164246
0.213800201,0.446490066,0.878609626,0.247936159,0.329352179,0.417460317,0.818596491,0.597741273,0.49909907
0.114144761,0.33205298,0.9,0.170005504,0.15352179,0.722222222,0.603859649,0.591581109,0.138349602
0.143126845,0.63192053,0.728877005,0.531920748,0.253906557,0.252380952,0.349824561,0.173921971,0.108223434
0.13253662,0.287549669,0.887165775,0.20038525,0.201703965,0.480952381,0.481754386,0.346817248,0.174297294
0.878691128,0.339470199,0.72459893,0.372977435,0.841578327,0.56984127,0.441052632,0.338193018,0.74128977
0.236379533,0.486754967,0.865775401,0.811942763,0.379795838,0.595238095,0.44245614,0.328747433,0.204518076
0.238787444,0.373377483,0.865775401,0.583434232,0.381303494,0.519047619,0.44245614,0.373511294,0.290870105
0.333241794,0.232450331,0.523529412,0.241772152,0.431684335,0.582539683,0.542105263,0.408418891,0.542385461
0.17864469,0.430596026,0.861497326,0.422729774,0.277275226,0.353968254,0.382105263,0.181314168,0.137924282
0.208071664,0.324635762,0.241176471,0.365932856,0.278657244,0.633333333,0.864912281,0.789527721,0.277645096
0.132632937,0.367019868,0.865775401,0.351843698,0.201075775,0.214285714,0.327368421,0.113141684,0.114229064
0.118832163,0.54397351,0.510695187,0.162520638,0.161436985,0.353968254,0.480350877,0.341889117,0.114517157
0.257940662,0.310860927,0.874331551,0.247936159,0.395249313,0.392063492,0.414385965,0.242094456,0.320347629
0.122331661,0.358543046,0.9,0.376059439,0.216403612,0.176190476,0.292280702,0.112320329,0.107725664
0.203576896,0.323576159,0.882887701,0.311777655,0.336890459,0.607936508,0.747017544,0.64661191,0.525291662
0.154689408,0.198543046,0.450802139,0.413924051,0.276332941,0.582539683,0.393333333,0.318069815,0.184578291
0.326453777,0.321456954,0.874331551,0.243973583,0.469375736,0.595238095,0.558947368,0.454825462,0.703734554
0.178580479,0.268476821,0.643315508,0.192460099,0.210121712,0.544444444,0.554736842,0.427720739,0.240731696
0.189973341,0.485695364,0.882887701,0.285360484,0.277840597,0.379365079,0.529473684,0.394455852,0.194838832
0.144814677,0.484635762,0.814438503,0.411282334,0.198500196,0.252380952,0.391929825,0.167761807,0.124879979
0.160092303,0.282251656,0.840106952,0.365932856,0.227773852,0.201587302,0.376491228,0.141889117,0.122790027
0.15128164,0.519602649,0.420855615,0.273913043,0.234872399,0.442857143,0.455087719,0.223203285,0.131890523
0.175525871,0.416821192,0.420855615,0.803577325,0.38155477,0.582539683,0.43122807,0.417453799,0.141172569
0.102912427,0.712450331,0.857219251,0.641552009,0.12519042,0.328571429,0.370877193,0.166940452,0.101539337
0.126496202,0.824768212,0.844385027,0.555255916,0.236191598,0.201587302,0.376491228,0.157084189,0.102236556
0.146218145,0.409403974,0.822994652,0.406439185,0.281358461,0.607936508,0.492982456,0.324640657,0.16020972
0.518091443,0.524900662,0.814438503,0.285800771,0.679128386,0.531746032,0.63754386,0.431827515,0.782203229
0.166660169,0.315099338,0.514973262,0.319702807,0.248315665,0.620634921,0.783508772,0.702053388,0.282243502
0.106453203,0.513245033,0.9,0.254980737,0.142779741,0.265079365,0.446666667,0.254004107,0.103816805
0.105155224,0.158278146,0.767379679,0.23164557,0.135367099,0.722222222,0.801754386,0.691786448,0.127188984
0.419394582,0.44013245,0.788770053,0.312217942,0.398704358,0.531746032,0.462105263,0.338603696,0.400484346
0.181800201,0.394569536,0.874331551,0.266428178,0.259811543,0.353968254,0.44245614,0.240041068,0.183364551
0.192147341,0.520662252,0.882887701,0.374298294,0.285253239,0.442857143,0.439649123,0.271663244,0.145878374
0.189638527,0.290728477,0.74171123,0.404237755,0.322756184,0.633333333,0.553333333,0.421149897,0.242962286
0.159569442,0.365960265,0.463636364,0.226802422,0.270365135,0.734920635,0.466315789,0.460574949,0.185653952
0.210993264,0.31615894,0.651871658,0.330709961,0.432563801,0.582539683,0.481754386,0.432238193,0.254300192
0.147860112,0.34794702,0.211229947,0.295487067,0.243918335,0.70952381,0.43122807,0.401026694,0.186071601
0.117979074,0.603311258,0.810160428,0.238249862,0.171927758,0.379365079,0.516842105,0.365708419,0.108734842
0.228605418,0.26,0.784491979,0.350082554,0.331488025,0.392063492,0.410175439,0.19650924,0.271240577
0.157707324,0.452847682,0.694652406,0.499339571,0.271118963,0.684126984,0.546315789,0.401848049,0.162272397
0.192459223,0.297086093,0.89144385,0.524435883,0.356113074,0.595238095,0.564561404,0.464271047,0.301879849
0.153767522,0.524900662,0.887165775,0.2466153,0.320054967,0.188888889,0.400350877,0.170225873,0.162320128
0.128853662,0.319337748,0.865775401,0.386626307,0.183235179,0.188888889,0.330175439,0.106160164,0.114404647
0.109544503,0.230331126,0.827272727,0.170005504,0.136874755,0.70952381,0.52245614,0.411293634,0.125358145
0.198614304,0.503708609,0.810160428,0.416125482,0.334252061,0.353968254,0.459298246,0.212525667,0.176805752
0.314299556,0.301324503,0.857219251,0.269510182,0.45530428,0.684126984,0.582807018,0.480287474,0.672502859
0.153657446,0.174172185,0.895721925,0.20038525,0.189328622,0.633333333,0.564561404,0.495482546,0.324373276
0.110681955,0.418940397,0.827272727,0.517391304,0.158987044,0.252380952,0.445263158,0.219096509,0.110622788
0.184176007,0.373377483,0.870053476,0.273472757,0.237259521,0.214285714,0.42,0.148459959,0.138878909
0.110526014,0.168874172,0.9,0.183214089,0.145418139,0.56984127,0.624912281,0.518069815,0.152780672
0.728382399,0.431655629,0.707486631,0.360649422,0.750804868,0.646031746,0.533684211,0.393223819,0.817225273
0.204402465,0.35218543,0.882887701,0.431535498,0.309878288,0.607936508,0.521052632,0.444147844,0.308991824
0.135155511,0.337350993,0.822994652,0.288442488,0.250263055,0.277777778,0.494385965,0.244969199,0.136603146
0.192262004,0.474039735,0.882887701,0.310897083,0.343674912,0.328571429,0.471929825,0.269199179,0.21547498
0.126211839,0.830066225,0.382352941,0.217116125,0.218790734,0.277777778,0.425614035,0.203080082,0.10271387
0.15864297,0.418940397,0.459358289,0.375178866,0.327781704,0.696825397,0.657192982,0.590349076,0.218871579
0.337236635,0.360662252,0.865775401,0.630104568,0.375021594,0.277777778,0.418596491,0.219096509,0.304771007
0.245699298,0.225033113,0.9,0.236488718,0.374833137,0.607936508,0.484561404,0.400616016,0.613080741
0.127918016,0.451788079,0.895721925,0.207870116,0.221491951,0.493650794,0.537894737,0.351334702,0.139293149
0.159358464,0.460264901,0.895721925,0.219757843,0.253780919,0.480952381,0.661403509,0.528747433,0.232971086
0.125147771,0.479337748,0.870053476,0.501981288,0.186250491,0.150793651,0.290877193,0.102874743,0.105836865
0.115497778,0.268476821,0.870053476,0.423170061,0.184805654,0.252380952,0.453684211,0.234291581,0.122304189
0.167338971,0.374437086,0.9,0.233847001,0.300518257,0.379365079,0.44245614,0.321355236,0.19936138
0.178745593,0.386092715,0.882887701,0.225921849,0.408881037,0.595238095,0.561754386,0.442915811,0.303105523
0.104783718,0.179470199,0.848663102,0.26510732,0.138947782,0.595238095,0.74,0.821560575,0.127111421
0.272608284,0.254701987,0.895721925,0.21315355,0.39229682,0.607936508,0.535087719,0.373921971,0.493642351
0.21072266,0.414701987,0.887165775,0.237809576,0.347758147,0.544444444,0.644561404,0.502053388,0.308817945
0.296104916,0.446490066,0.882887701,0.490533847,0.379795838,0.531746032,0.393333333,0.312731006,0.323174861
0.106164254,0.448609272,0.9,0.175288938,0.145606596,0.303174603,0.463508772,0.211293634,0.108214058
0.120542927,0.79615894,0.536363636,0.815905338,0.199756576,0.214285714,0.32877193,0.135318275,0.100651192
